field_x field_y field_ra field_dec index_x index_y index_ra index_dec index_id field_id match_weight FLUX BACKGROUND
293.1141052246094 300.52093505859375 186.630387652316 -63.10562208262917 292.9897037731757 300.5748173838701 186.64975583885956 -63.09905588091754 91 0 0.9977501880622192 229.85628 12.262833
214.160888671875 425.5521240234375 210.9905800461992 -60.42154605110779 213.58720234924692 425.2533657468555 210.95601899723417 -60.37297837539882 90 1 0.994511145432556 227.44902 20.87996
398.8947448730469 204.44656372070312 160.93357107026537 -64.36016461675386 400.02383030448243 204.14526597560427 160.73927333118147 -64.39447863390029 92 2 0.9941965680262944 148.49425 6.085968
136.64834594726562 367.5433654785156 204.89150372214436 -53.51020712181544 135.92702296294274 368.00030885909763 204.97196962350642 -53.466362682478064 34 3 0.9935271690775229 145.8463 17.515854
32.17742919921875 490.1022033691406 220.52038469189122 -47.39295118882656 32.12707378115755 489.73610793421966 220.4823910242061 -47.388141266363796 16 4 0.9859324340623501 132.0475 23.76155
177.4138641357422 191.1263427734375 182.05210702274766 -50.65543402200975 177.60099164309048 190.9555502123396 182.02189860737158 -50.661255271137506 68 5 0.9953075547793852 120.625 6.216118
533.7135620117188 213.51368713378906 138.3203701002324 -69.69126367711809 533.9004033086636 213.83329198478486 138.30100331734417 -69.71747245345547 1 6 0.991192436103996 65.94907 5.80468
241.3327178955078 308.8875732421875 191.91812678086873 -59.71395672201615 241.01282892478577 308.82155270405457 191.93049538952653 -59.68873243892229 5 9 0.9972954111177339 206.93472 13.146912
47.05373764038086 382.5268859863281 208.80153171290317 -47.254115151118306 47.33470732875483 383.33579440716437 208.8851453976371 -47.28826633486103 20 10 0.989433784541198 117.36256 18.060753
465.6231689453125 26.357511520385742 140.50295523045511 -54.970934078270425 465.59148008137936 26.97175428627918 140.5284551283108 -55.01069531914144 26 11 0.9873890307341225 98.68287 1.9939194
19.106224060058594 435.6476135253906 214.8306641540687 -46.03065498684628 19.457783376809573 435.85798974145325 214.85096609848134 -46.05808390458651 46 12 0.9871740367276147 75.71234 20.345352
521.7215576171875 372.3212890625 161.63612344770362 -80.47612762401614 522.5937121989448 372.78466051663753 161.44637417957654 -80.54020257007008 41 14 0.9905215904125485 57.82837 14.406326
271.7655029296875 150.40342712402344 170.25446445856005 -54.450689085028856 272.1354196545395 150.74444476665604 170.25186696000011 -54.4910263847442 30 16 0.9955423304851893 42.954506 4.505432
191.7680206298828 208.7705535888672 182.9007296172575 -52.341295109751975 191.9954789646749 209.03199801519872 182.91312304566637 -52.36841805469236 51 17 0.995898266488541 37.39588 7.0383415
256.54266357421875 257.6399841308594 183.70996931091128 -58.77680888916007 255.97981084187268 257.86544025065916 183.7864794349577 -58.74890390212806 44 18 0.9971137416662917 113.923416 9.520966
501.2261047363281 72.37274169921875 137.70046273255227 -58.94983430532198 500.99691730341334 72.70293314434 137.7421008408096 -58.9669263689619 45 19 0.9884936493018195 66.368774 2.5156097
151.39401245117188 222.21560668945312 186.99702338202988 -50.20576847491207 151.61191835779056 222.4573747706833 187.01004140894446 -50.23060668184814 38 21 0.9950485436050172 61.298706 7.679222
387.7154541015625 362.12030029296875 188.18220066617124 -72.14510473548872 387.7103274022396 361.8354975693758 188.11710970170316 -72.13297586221712 49 23 0.9961932981576361 43.905518 15.407955
352.51519775390625 347.9358215332031 189.181780000706 -69.14788922983563 352.149736422096 348.3206916687762 189.29616552522677 -69.13553498724413 7 27 0.9967164248678146 111.56447 14.863754
10.73919677734375 384.3494567871094 209.62403768920046 -44.75252715634797 11.349163358420753 384.8836023452512 209.66987442845246 -44.80353417475753 62 30 0.9874712164552588 52.39412 16.974113
214.7662353515625 482.9074401855469 219.94995856382886 -60.87949287475398 214.2594260991163 482.6872173808989 219.91412831807287 -60.83947136902271 6 31 0.9926168399244283 44.016663 24.076843
473.68463134765625 398.9767761230469 184.45356636147866 -79.27622063537693 473.93045675764654 399.51186395034904 184.58724974554733 -79.31226866101483 24 32 0.9927229199240922 40.962822 16.672539
463.47113037109375 470.8299255371094 215.41029566815965 -80.09399293199125 463.6711735530198 471.27733364814173 215.59664498958543 -80.10891108389428 70 33 0.9909551459200109 29.19868 20.668316
369.15240478515625 94.66719818115234 155.30996633624198 -56.05035804504832 369.6023798331111 94.23715528853904 155.22839139887014 -56.04322469982324 85 34 0.9929988359431619 22.520788 3.0720081
336.5704040527344 351.5052490234375 191.46370354185495 -68.13495811912837 336.0613412601323 351.8128078941725 191.57027219850826 -68.10809499074833 28 36 0.9967395369375052 89.8052 15.267899
49.330810546875 560.2513427734375 228.03942947692713 -48.70235594172371 49.825547375756486 559.6440330316445 227.9839838975426 -48.73770222559884 56 37 0.9828371258568597 48.15909 26.071495
393.106689453125 166.78846740722656 158.045184386992 -61.690767543504975 393.26709320756567 166.5913171227261 158.00618029736447 -61.68535914289847 27 38 0.9952715282171234 56.028515 4.7478294
545.776123046875 221.97750854492188 136.2912127851643 -70.53764177774855 545.2427432666573 222.12846447103578 136.40992722887952 -70.53851968841643 69 41 0.9905086116196997 31.094673 5.9994736
16.221195220947266 181.24542236328125 190.0051238141351 -40.07951362923811 15.211939843464108 180.31222274104744 189.96899720681517 -39.98724554846224 77 44 0.9862184441256199 17.583029 5.2616234
207.22808837890625 305.6515197753906 193.6275344983341 -57.118175125323134 207.84723879805208 306.07625089756533 193.64856223068193 -57.17789139958374 64 45 0.9962263955702984 70.93215 13.002319
123.33141326904297 239.15440368652344 190.39279477170462 -48.93138675343964 123.70302271335146 239.21336738465385 190.37990556208567 -48.959550263529366 19 46 0.9942623204998914 49.65766 8.6756935
399.6455993652344 52.0608024597168 149.21684815676664 -54.54778699549458 399.76538980658836 52.293876373866624 149.2156408041467 -54.567796650672854 53 48 0.9909129250638291 33.799606 2.396469
62.3131217956543 480.2563781738281 219.49037568149782 -49.45990467850384 61.83986664858949 480.08695877241416 219.47187499305335 -49.42575918430114 65 54 0.9877691937889385 36.420685 24.077309
469.5 245.5 153.67504832926997 -70.10778886993717 470.0129218956798 244.203132500605 153.43448114011147 -70.03792053581 22 58 0.9918911604370203 29.389214 7.6888275
333.90142822265625 243.24981689453125 174.1337647377039 -63.08796880864084 333.9713550710059 241.8855301967066 173.94552833764683 -63.019826413756334 11 63 0.9943195932400045 34.659718 8.334583
534.4805908203125 87.34034729003906 133.6643423390097 -60.67208922670151 533.7454728818989 87.14627787126227 133.761918332343 -60.644707513834355 72 65 0.9871383668467606 32.020355 2.628273
329.3667907714844 262.9355773925781 177.3585866575806 -63.82204649727008 328.82787266565913 262.9487940567019 177.4211983012689 -63.78848834516441 66 71 0.9972914764081916 34.532547 9.512146
561.186279296875 361.36346435546875 143.39902947645533 -80.9885379331448 560.8067340776245 360.8106862737118 143.47290938973694 -80.94129103620735 78 84 0.9893207548361441 17.086613 12.866848
472.1321716308594 171.7395782470703 146.76495004476513 -65.0814727632946 472.0357142356643 171.65651601905626 146.77556861915497 -65.07201724541085 10 107 0.9931822150966427 14.606302 4.627262
